,question_idx,claim,label,evidence,assertions
435,666,Tom Felton is a person.,SUPPORTS,"Thomas Andrew Felton[1] (born 22 September 1987)[2] is an English actor best known for playing Draco Malfoy in the film adaptations of the Harry Potter fantasy novels by J. K. Rowling.. Born in Surrey, Felton began appearing in commercials and made his screen debut in the role of Peagreen Clock in The Borrowers (1997). He portrayed Louis T.","1. From the observation, Tom Felton is mentioned as an actor, so he is a person. 
"
436,1468,The Titanic had a writer.,NOT ENOUGH INFO,"Could not find Titanic writer. Similar: ['Titanic (1997 film)', 'Titanic', 'Titanic International Society', 'Sinking of the Titanic', 'Iceberg that struck the Titanic'].",
437,1917,Arrested Development first aired in 2003.,SUPPORTS,"Arrested Development is an American television sitcom created by Mitchell Hurwitz. It aired on Fox for three seasons from November 2, 2003, to February 10, 2006, followed by two seasons on Netflix, season four being released in 2013 and season five being released in 2018 and 2019.. Arrested Development follows the Bluths, a formerly wealthy dysfunctional family. It is presented in a serialized format, incorporating handheld camera work, voice-over narration,  archival photos, historical footage and maintains numerous running gags and catchphrases. Ron Howard served as both an executive producer and the omniscient narrator and, in later seasons, appears in the show as a fictionalized version of himself.","1. The observation says that Arrested Development aired on Fox from November 2, 2003, to February 10, 2006, so the claim that it first aired in 2003 is supported. 
"
438,424,William Shatner hosted The War Game.,NOT ENOUGH INFO,"Could not find William Shatner The War Game. Similar: [""William Shatner's TekWar"", 'William Shatner filmography', 'Melanie Shatner', 'TekWar', 'William Shatner'].",
439,2373,The USC School of Cinematic Arts was called the USC School of Cinema-Television until 1950.,NOT ENOUGH INFO,"The University of Southern California School of Cinematic Arts (SCA) houses seven academic divisions: Film & Television Production; Cinema & Media Studies;  John C. Hench Division of Animation + Digital Arts; John Wells Division of Writing for Screen & Television; Interactive Media & Games; Media Arts + Practice; Peter Stark Producing Program.. The USC School of Cinematic Arts is led by dean Elizabeth Monk Daley, who holds the Steven J. Ross/Time Warner Chair and is the longest-serving dean at the University of Southern California, having led the cinema school since 1991.. Since opening, the USC School of Cinematic Arts has been ranked highly as one of the best film schools in the United States.[4] The USC School of Cinematic Arts currently has a 3% acceptance rate.","1. The observation does not mention anything about the USC School of Cinematic Arts being called the USC School of Cinema-Television until 1950. I am not sure if this claim is true or not. 
"
440,1886,Jerry Maguire was inspired by a sports competition named Leigh Steinberg.,REFUTES,"Jerry Maguire is a 1996 American romantic sports comedy-drama film directed, written, and co-produced by Cameron Crowe and starring Tom Cruise in the title role with Cuba Gooding Jr. and Renée Zellweger. The film also stars Kelly Preston, Jerry O'Connell, Jay Mohr, Bonnie Hunt and Regina King. Co-produced by James L. Brooks, it was inspired by an experience sports agent Leigh Steinberg (who acted as technical consultant for the film) had with client Tim McDonald during the 1993 NFL season when free agency was introduced to the league.[2][3][4] The film was also partly inspired by a 28-page memo written at Disney in 1991 by Jeffrey Katzenberg.[5] It was released in North American theaters on December 13, 1996, produced by Gracie Films, and distributed by TriStar Pictures..","1. The observation says that the film was ""inspired by an experience sports agent Leigh Steinberg"", so it was not inspired by a sports competition named Leigh Steinberg. 
"
441,2754,In 1984 Olivia Wilde was born.,SUPPORTS,"Olivia Jane Cockburn (/ˈkoʊbərn/ KOH-bərn;[3] born March 10, 1984), known professionally as Olivia Wilde, is an American actress and filmmaker.[4][5] She played Remy ""Thirteen"" Hadley on the medical-drama television series House (2007–2012), and has appeared in the films Tron: Legacy (2010), Cowboys & Aliens (2011),  The Incredible Burt Wonderstone (2013), and The Lazarus Effect (2015). Wilde made her Broadway debut in 2017, playing Julia in 1984. In 2019, she directed her first film, the teen comedy Booksmart (2019), for which she won the Independent Spirit Award for Best First Feature. Wilde's second feature as director, Don't Worry Darling, was released in 2022.. Wilde was born Olivia Jane Cockburn in New York City on March 10, 1984.[6] She grew up in the Georgetown neighborhood of Washington, D.C.,[7][8] while spending summers at Ardmore in Ireland.[9] She attended Georgetown Day School in Washington, D.C., and Phillips Academy in Andover, Massachusetts, graduating in 2002.[10] Wilde derived her surname from Irish author Oscar Wilde,[10] and started using it while in high school to honor the writers in her family, many of whom used pen names.[11] She was accepted to Bard College, but deferred her enrollment three times in order to pursue acting.[12] She then studied at the Gaiety School of Acting in Dublin.[10] For a short time, Wilde's family also had a house in Guilford, Vermont.[citation needed].","1. The observation states that Olivia Wilde was born on March 10, 1984. 
"
442,952,Tommy Chong is a poet and singer.,NOT ENOUGH INFO,"Thomas B. Kin Chong[1] (born May 24, 1938) is a Canadian-American comedian, actor, musician and activist. He is known for his role/inspiration in the marijuana industry, and his marijuana-themed Cheech & Chong comedy albums and movies with Cheech Marin, as well as playing the character Leo on Fox's That '70s Show. He became a naturalized United States citizen in the late 1980s.[2]. Thomas B.","1. The observation says that Tommy Chong is a musician, but it does not mention anything about him being a poet.  
"
443,1034,The Khmer Empire was weak.,REFUTES,"The Khmer Empire was a Hindu-Buddhist empire in Southeast Asia, centered around hydraulic cities in what is now northern Cambodia. Known as Kambuja by its inhabitants, it grew out of the former civilisation of Chenla and lasted from 802 to 1431. Historians call this period of Cambodian history the Angkor period, after the empire's most well-known capital, Angkor. The Khmer Empire ruled or vassalised most of mainland Southeast Asia[3] and stretched as far north as southern China.[4][5]  At its peak, the Empire was larger than the Byzantine Empire, which existed around the same time.[6]. The beginning of the Khmer Empire is conventionally dated to 802, when Khmer prince Jayavarman II declared himself chakravartin (lit. 'universal ruler', a title equivalent to 'emperor') in the Phnom Kulen mountains.","1. The observation says that the Khmer Empire ruled or vassalized most of mainland Southeast Asia and stretched as far north as southern China. It also mentions that at its peak, the empire was larger than the Byzantine Empire. This suggests that the Khmer Empire was not weak. 
"
444,2468,Vlad the Impaler's father and brother are alive.,NOT ENOUGH INFO,"Could not find Vlad the Impaler's family. Similar: ['Vlad the Impaler', 'Impalement', 'Vlad II Dracul', 'Radu the Handsome', 'Vlad'].","1. This claim seems highly unlikely, but I should research to find out if Vlad the Impaler's father and brother are still alive. 
2. Since I couldn't find any information on Vlad the Impaler's family, I can't determine if his father and brother are alive or not. 
"
445,1444,Abigail Breslin is a person who acts.,SUPPORTS,"Abigail Breslin (born April 14, 1996)[1] is an American actress. She rose to prominence with the comedy-drama film Little Miss Sunshine (2006), for which she received a nomination for the Academy Award for Best Supporting Actress at age 10.[2] Breslin went on to establish herself as a mainstream actress with roles in the films No Reservations (2007), Nim's Island (2008), Definitely, Maybe (2008), My Sister's Keeper (2009), Zombieland (2009), Rango (2011), The Call (2013), August: Osage County (2013), Maggie (2015), Freak Show (2017), Zombieland: Double Tap (2019), and Stillwater (2021). Between 2015 and 2016, she had a starring role in the horror-comedy series Scream Queens on Fox, her first regular role in a television series.. She was born in New York City,[citation needed] the daughter of Kim (née Walsh), a talent manager, and Michael Breslin,[3] a telecommunications expert, computer programmer, and consultant.[4] She has two older brothers, Ryan Breslin (b. 1985) and Spencer Breslin (b.","1. The observation confirms that Abigail Breslin is an American actress and has appeared in numerous films and a television series. Therefore, the claim that she is a person who acts is supported by the observation. 
"
446,471,Led Zeppelin was first named the New Yardbirds.,SUPPORTS,"Led Zeppelin were  an English rock band formed in London in 1968. The group comprised vocalist Robert Plant, guitarist Jimmy Page, bassist and keyboardist John Paul Jones, and drummer John Bonham. With a heavy, guitar-driven sound, they are cited as one of the progenitors of hard rock and heavy metal, although their style drew from a variety of influences, including blues and folk music. Led Zeppelin have been credited as significantly impacting the nature of the music industry, particularly in the development of album-oriented rock (AOR) and stadium rock.. Originally named the New Yardbirds, Led Zeppelin signed a deal with Atlantic Records that gave them considerable artistic freedom.","1. The observation confirms that Led Zeppelin was originally named the New Yardbirds. 
"
447,498,Ramzan Kadyrov founded the USA Wrestling National Tournament.,NOT ENOUGH INFO,"Ramzan Akhmadovich Kadyrov[b] (born 5 October 1976) is a Russian politician and current Head of the Chechen Republic. He was formerly affiliated to the Chechen independence movement, through his father who was the separatist-appointed mufti of Chechnya. He is a colonel general in the Russian military.. Kadyrov is the son of former Chechen President Akhmad Kadyrov, who switched sides in the Second Chechen War by offering his service to Vladimir Putin's administration in Russia and became Chechen president in 2003. Akhmad Kadyrov was assassinated in May 2004.","1. There is no information about Ramzan Kadyrov founding the USA Wrestling National Tournament in the provided observation. 
"
448,591,Cindy McCain is married to a 2008 rugby champion.,REFUTES,"Cindy Lou McCain (née Hensley; born May 20, 1954)[2] is an American diplomat, businesswoman, and humanitarian who is the executive director of the World Food Programme. McCain previously served as U.S. Ambassador to the United Nations Agencies for Food and Agriculture from 2021 to 2023. She is the widow of U.S. Senator John McCain from Arizona, who was the 2008 Republican presidential nominee..","1. The observation says that Cindy McCain is the widow of U.S. Senator John McCain, but it does not mention anything about her being married to a 2008 rugby champion.  
"
449,148,Mexico's economy includes fishing.,NOT ENOUGH INFO,"Could not find Mexico's economy. Similar: ['Economy of Mexico', 'Economy of New Mexico', 'Mexican peso crisis', 'New Mexico', ""Illegal drug trade (section Mexico's economy)""].",
450,2550,Stevie Nicks was in Fleetwood Mac as a singer.,SUPPORTS,,
451,1343,"The Twilight series's is a young adult vampire romance series, the first book of which is called Twilight.",SUPPORTS,"Invalid action: verify information about the Twilight series.Could not find [Twilight series]. Similar: ['The Twilight Saga (film series)', 'Twilight (novel series)', 'The Twilight Zone (1959 TV series)', 'List of Twilight characters', 'List of The Twilight Zone (1985 TV series) episodes'].Twilight is a series of four fantasy romance novels, two companion novels, and one novella written by American author Stephenie Meyer. Released annually from 2005 through 2008, the four novels chart the later teen years of Bella Swan, a girl who moves to Forks, Washington, from Phoenix, Arizona and falls in love with a 104-year-old vampire named Edward Cullen. The series is told primarily from Bella's point of view, with the epilogue of Eclipse and the second part of Breaking Dawn being told from the viewpoint of character Jacob Black, a werewolf. A novella, The Short Second Life of Bree Tanner, which tells the story of a newborn vampire who appeared in Eclipse, was published on 2010.[1] The Twilight Saga: The Official Illustrated Guide, a definitive encyclopedic reference with nearly 100 full color illustrations, was released in bookstores on 2011.[2] In 2015, Meyer published a new novel in honor of the 10th anniversary of the book series, Life and Death: Twilight Reimagined, with the genders of the original protagonists switched.[3] Midnight Sun, a retelling of the first book, Twilight, from Edward Cullen's point of view, was published in 2020.. Since the release of the first novel, Twilight, in 2005, the books have gained immense popularity and commercial success around the world.","1. There is already a lot of information available about the Twilight series, it should be easy to determine if it is a young adult vampire romance series with the first book called Twilight. 
2. The observation confirms that the Twilight series is a young adult vampire romance series with the first book called Twilight. 
"
452,769,Ramadan is the ninth calendar month in Islam.,SUPPORTS,"Invalid action: confirm[Ramadan]Could not find Ramadan calendar month. Similar: ['Ramadan (calendar month)', 'Islamic calendar', 'Fasting during Ramadan', 'Month', 'Ramadan (disambiguation)'].Could not find Ramadan month in Islam. Similar: ['Ramadan (calendar month)', 'Fasting during Ramadan', 'Fasting in Islam', 'Ramadan', 'Islamic holidays'].Ramadan (Arabic: رَمَضَان, romanized: Ramaḍān [ra.ma.dˤaːn];[a] also spelled Ramazan, Ramzan, Ramadhan or Ramathan) is the ninth month of the Islamic calendar,[9] observed by Muslims worldwide as a month of fasting (sawm), prayer, reflection, and community.[10] A commemoration of Muhammad's first revelation,[11] the annual observance of Ramadan is regarded as one of the Five Pillars of Islam[12] and lasts twenty-nine to thirty days, from one sighting of the crescent moon to the next.[13][14]. Fasting from dawn to sunset is fard (obligatory) for all adult Muslims who are not acutely or chronically ill, travelling, elderly, breastfeeding, diabetic, or menstruating.[15] The predawn meal is referred to as suhur, and the nightly feast that breaks the fast is called iftar.[16][17] Although fatwas have been issued declaring that Muslims who live in regions with a midnight sun or polar night should follow the timetable of Mecca,[18] it is common practice to follow the timetable of the closest country in which night can be distinguished from day.[19][20][21]. The spiritual rewards (thawab) of fasting are believed to be multiplied during Ramadan.[22]. Accordingly, during the hours of fasting Muslims refrain not only from food and drink, but also tobacco products, sexual relations, and sinful behavior,[23][24] devoting themselves instead to salat (prayer) and study of the Quran.[25][26]. The word Ramadan derives from the Arabic root R-M-Ḍ (ر-م-ض) ""scorching heat"",[27] which is the Classical Arabic verb ""ramiḍa (رَمِضَ)"" meaning ""become intensely hot – become burning; become scorching; be blazing; be glowing""..","1. Ramadan is described as the ninth month of the Islamic calendar in the observation, which supports the claim that Ramadan is the ninth calendar month in Islam. 
"
453,2833,The Chelsea F.C. won various cup competitions between 1965 and 1971.,SUPPORTS,"Could not find Chelsea F.C. cup wins 1965-1971. Similar: ['List of Chelsea F.C. records and statistics', 'Chelsea F.C. in international football', 'List of Chelsea F.C. managers', 'Geoff Hurst (category Chelsea F.C. managers)', 'List of Tottenham Hotspur F.C. records and statistics'].Chelsea Football Club is an English professional football club based in Fulham, West London. Founded in 1905, they play their home games at Stamford Bridge.[5] The club competes in the Premier League, the top division of English football. They won their first major honour, the League championship, in 1955. The club won the FA Cup for the first time in 1970, their first European honour, the Cup Winners' Cup, in 1971, and became the third English club to win the Club World Cup in 2022.. Chelsea are one of five clubs to have won all three pre-1999 main European club competitions, and the only club to have won all three major European competitions twice.","1. The observation says that Chelsea F.C. won their first European honour, the Cup Winners' Cup, in 1971, which falls within the time frame of 1965 to 1971. This supports the claim that Chelsea F.C. won various cup competitions between 1965 and 1971. 
"
454,2948,The Falling stars only one English actress.,NOT ENOUGH INFO,"Could not find [The Falling]. Similar: ['Falling', 'The Falling Man', 'The Fall', 'Falling Down', 'Not Falling'].","1. Since I couldn't find the movie ""The Falling,"" I do not have enough information to support or refute the claim that it stars only one English actress. 
"
455,645,Tall Story is a romantic comedy club.,REFUTES,"Tall Story is a 1960 American romantic comedy film made by Warner Bros., directed by Joshua Logan and starring Anthony Perkins with Jane Fonda, in her first screen role. It is based on the 1957 novel The Homecoming Game by Howard Nemerov, which was the basis of a successful 1959 Broadway play titled Tall Story, by the writing team of Howard Lindsay and Russel Crouse.[2][3] The film was a considerable departure from Logan's previous two projects, the drama Sayonara, which won multiple Academy Awards, and the blockbuster South Pacific. It was Robert Redford's first film — he played a basketball player in an uncredited role.. The film is a farcical social satire of American campus life, making fun of the way college life can become a marriage market for some students. Fonda portrays a character who is the complete opposite of the independent liberated woman she later personified..","1. The observation says that Tall Story is a 1960 American romantic comedy film, not a romantic comedy club. 
"
456,1991,Alpha House's inspiration is Senator Chuck Schumer.,SUPPORTS,"Alpha House is an American political satire television series[1] produced by Amazon Studios.[2] The show starred John Goodman, Clark Johnson, Matt Malloy, and Mark Consuelos as four Republican U.S. Senators who share a house in Washington, D.C. It was created by Doonesbury creator Garry Trudeau. The show premiered on Amazon Prime Video on April 19, 2013.. The series is inspired by several real Democratic Senators who share a row house in Washington D.C.[3]  The series has a number of cameos from celebrities such as Bill Murray (as Senator Vernon Smits) and politicians such as Chuck Schumer as himself.","1. From Observation 1, it says that Alpha House is ""inspired by several real Democratic Senators who share a row house in Washington D.C."" and also mentions Chuck Schumer as a politician who appeared in the show. Therefore, it supports the claim that Alpha House's inspiration is Senator Chuck Schumer. 
"
457,1104,Equidae includes some species known only from fossils.,SUPPORTS,"Equidae (sometimes known as the horse family) is the taxonomic family of horses and related animals, including the extant horses, asses, and zebras, and many other species known only from fossils. The family evolved around 50 million years ago from a small, multi-toed ungulate into larger, single-toed animals. All extant species are in the genus Equus, which originated in North America. Equidae belongs to the order Perissodactyla, which includes the extant tapirs and rhinoceros, and several extinct families.. The term equid refers to any member of this family, including any equine..","1. The observation says that Equidae includes many other species known only from fossils. 
"
458,373,There is a geologic period that spans 43 million years called Paleogene.,SUPPORTS,"The Paleogene (IPA: /ˈpeɪli.ədʒiːn, -li.oʊ-, ˈpæli-/ PAY-lee-ə-jeen, -⁠lee-oh-, PAL-ee-; also spelled Palaeogene or Palæogene; informally Lower Tertiary or Early Tertiary) is a geologic period and system that spans 43 million years from the end of the Cretaceous Period 66 million years ago (Mya) to the beginning of the Neogene Period 23.03 Mya. It is the beginning of the Cenozoic Era of the present Phanerozoic Eon. The earlier term Tertiary Period was used to define the span of time now covered by the Paleogene Period and subsequent Neogene Period; despite no longer being recognized as a formal stratigraphic term, ""Tertiary"" still sometimes remains in informal use.[5] Paleogene is often abbreviated ""Pg"" (but the United States Geological Survey uses the abbreviation Pe for the Paleogene on the Survey's geologic maps).[6][7]. During the Paleogene, mammals diversified from relatively small, simple forms into a large group of diverse animals in the wake of the Cretaceous–Paleogene extinction event that ended the preceding Cretaceous Period.[8]. This period consists of the Paleocene, Eocene, and Oligocene epochs.","1. The observation confirms that the geologic period called Paleogene does span 43 million years. 
"
459,2257,Martina Hingis is an athlete.,SUPPORTS,"Martina Hingis (German pronunciation: [marˈtiːna ˈhɪŋɡɪs], Slovak: Martina Hingisová; born 30 September 1980) is a Swiss former professional tennis player. Hingis was the first Swiss player, male or female, to have won a major title and attain the world No. 1 ranking. She spent a total of 209 weeks as the singles world No. 1 and 90 weeks as doubles world No.","1. The observation states that Martina Hingis is a ""former professional tennis player"". Since tennis is a sport, it can be inferred that she is an athlete. 
"
460,637,Queen Latifah won a Golden Globe in 2008.,NOT ENOUGH INFO,"Dana Elaine Owens (born March 18, 1970), better known by the stage name Queen Latifah, is an American actress, rapper and singer. She has received various accolades, including a Grammy Award, a Primetime Emmy Award, a Golden Globe Award, three Screen Actors Guild Awards, and two NAACP Image Awards, in addition to a nomination for an Academy Award. In 2006, she became the first hip hop artist to receive a star on the Hollywood Walk of Fame.. At age 19, Latifah released her debut album All Hail the Queen (1989), featuring the hit single ""Ladies First"". Her second album Nature of a Sista' (1991), was produced by Tommy Boy Records.","1. The observation does not mention anything about Queen Latifah winning a Golden Globe in 2008. 
"
461,838,Jim Carrey appeared in a film that is based on a comic book and cats.,NOT ENOUGH INFO,"James Eugene Carrey (/ˈkæri/; born January 17, 1962)[2] is a Canadian and American actor and comedian. Known for his energetic slapstick performances,[3] Carrey first gained recognition in 1990, after landing a role in the American sketch comedy television series In Living Color (1990–1994). He broke out as a star in motion pictures with Ace Ventura: Pet Detective, The Mask and Dumb and Dumber (all 1994). This was followed up with Ace Ventura: When Nature Calls, Batman Forever (both 1995) and Liar Liar (1997).. In the 2000s, he gained further notice for his portrayal of the Grinch in How the Grinch Stole Christmas and for the comedy Me, Myself & Irene (both in 2000), as well as Bruce Almighty (2003), Lemony Snicket's A Series of Unfortunate Events (2004), Fun with Dick and Jane (2005), Yes Man, Horton Hears a Who! (both 2008), and A Christmas Carol (2009).","1. The observation does not mention anything about Jim Carrey appearing in a film based on a comic book and cats. 
"
462,26,Peggy Sue Got Married is a Egyptian film released in 1986.,REFUTES,"Peggy Sue Got Married is a 1986 American fantasy comedy-drama film directed by Francis Ford Coppola starring Kathleen Turner as a woman on the verge of a divorce, who finds herself transported back to the days of her senior year in high school in 1960. The film was written by husband-and-wife team Jerry Leichtling and Arlene Sarner.. The film was a box office success and received positive reviews from critics. It was nominated for three Academy Awards: Best Actress (Turner), Best Cinematography, and Best Costume Design. In addition, Turner was nominated for Best Foreign Actress at the Sant Jordi Awards..","1. The observation says that Peggy Sue Got Married is an American film, not an Egyptian one. 
"
463,391,Jeffrey Dahmer committed murders in Wisconsin.,SUPPORTS,"Jeffrey Lionel Dahmer (/ˈdɑːmər/; May 21, 1960 – November 28, 1994), also known as the Milwaukee Cannibal or the Milwaukee Monster, was an American serial killer and sex offender who killed and dismembered seventeen males between 1978 and 1991.[4] Many of his later murders involved necrophilia,[5] cannibalism, and the permanent preservation of body parts—typically all or part of the skeleton.[6]. Although he was diagnosed with borderline personality disorder (BPD),[7] schizotypal personality disorder (StPD),[8] and a psychotic disorder, Dahmer was found to be legally sane at his trial. He was convicted of fifteen of the sixteen homicides he had committed in Wisconsin and was sentenced to fifteen terms of life imprisonment on February 17, 1992.[9] Dahmer was later sentenced to a sixteenth term of life imprisonment for an additional homicide committed in Ohio in 1978.. On November 28, 1994, Dahmer was beaten to death by Christopher Scarver, a fellow inmate at the Columbia Correctional Institution in Portage, Wisconsin.. Jeffrey Dahmer was born May 21, 1960, in Milwaukee, Wisconsin,[10] the first of two sons to Lionel Herbert Dahmer, a Marquette University chemistry student and later a research chemist, and Joyce Annette Dahmer (née Flint), a teletype machine instructor.[11][12] Lionel is of German and Welsh ancestry,[13] and Joyce was of English, Norwegian, and Irish ancestry.[14].","1. The observation says that Jeffrey Dahmer committed murders in Wisconsin. 
"
464,2843,Sharon Tate was born on Saturn.,NOT ENOUGH INFO,"Sharon Marie Tate Polanski (née Tate; January 24, 1943 – August 9, 1969) was an American actress and model. During the 1960s, she appeared in advertisements and small television roles before appearing in films as well as working as a model.[1] After receiving positive reviews for her comedic and dramatic acting performances, Tate was hailed as one of Hollywood's most promising newcomers.. She made her film debut in 1961 as an extra in Barabbas with Anthony Quinn. She next appeared in the horror film Eye of the Devil (1966). Her first major role was as Jennifer North in the 1967 film Valley of the Dolls, which earned her a Golden Globe Award nomination.[2][3] That year, she also performed in the film The Fearless Vampire Killers, directed by Roman Polanski, whom she married the following year.","1. The observation does not mention where Sharon Tate was born. 
"
465,1812,David Tennant played the Tenth Doctor in Doctor Who.,SUPPORTS,"David John Tennant (né McDonald; born 18 April 1971) is a Scottish actor. He was the tenth incarnation of the Doctor in the sci-fi series Doctor Who (2005–2010; 2013), returning to the show as the fourteenth incarnation of the character in 2022. His other notable roles include Giacomo Casanova in the comedy-drama serial Casanova (2005), Barty Crouch Jr. in the fantasy film Harry Potter and the Goblet of Fire (2005), Peter Vincent in the horror remake Fright Night (2011), DI Alec Hardy in the crime drama series Broadchurch (2013–2017), Kilgrave in the superhero series Jessica Jones (2015–2019), Crowley in the fantasy series Good Omens (2019–present), Angus in The Loud House Movie (2021), and Phileas Fogg in Around the World in 80 Days (2021).. Tennant has worked extensively on stage, including a portrayal of the title character in a 2008 Royal Shakespeare Company production of Hamlet that was later adapted for television.","1. The observation confirms that David Tennant played the Tenth Doctor in Doctor Who. 
"
466,2789,Writing is Nat Faxon's profession.,SUPPORTS,"Nathaniel Faxon (born October 11, 1975)[1][2] is an American actor, comedian, director, and screenwriter. A frequent presence on comedic films and TV series, he won the Academy Award for Best Adapted Screenplay for co-writing The Descendants (2011) and starred in the Fox comedy series Ben and Kate (2012–2013), the FX comedy series Married (2014–2015) and voices Elfo in the Netflix adult animated television series Disenchantment (2018–2023). He also co-wrote and co-directed The Way, Way Back (2013) and Downhill (2020) with writing partner Jim Rash.[3]. Faxon's early years were spent in the seaside community of Manchester-by-the-Sea, Massachusetts, where he attended the Brookwood School. He later graduated from the Holderness School near Plymouth, New Hampshire, and then Hamilton College in 1997..","1. The observation mentions that Nat Faxon is a screenwriter. This supports the claim that writing is his profession. 
"
467,2951,Shah Rukh Khan starred in at least two movies directed by Aditya Chopra.,NOT ENOUGH INFO,"Could not find Shah Rukh Khan Aditya Chopra. Similar: ['Shah Rukh Khan filmography', 'Shah Rukh Khan', 'Aditya Chopra', 'Mohabbatein (category Films directed by Aditya Chopra)', 'Jab Tak Hai Jaan (redirect from A Yash Chopra Romance)'].Shah Rukh Khan is an Indian actor, producer and television personality who works in Hindi films.[1] He began his acting career by playing a soldier in the Doordarshan series Fauji (1988), a role that garnered him recognition and led to starring roles in more television shows.[2] He soon started receiving film offers and had his first release with the romantic drama Deewana (1992), in which he played a supporting part.[3][4] Khan subsequently played villainous roles in the 1993 thrillers Baazigar and Darr, box office successes that established his career in Bollywood.[5] In 1995, Khan starred opposite Kajol in Aditya Chopra's romance Dilwale Dulhania Le Jayenge, that became the longest running Indian film of all time.[6] He continued to establish a reputation in romantic roles by playing opposite Madhuri Dixit in Dil To Pagal Hai (1997), and Kajol in the Karan Johar-directed Kuch Kuch Hota Hai (1998) and Kabhi Khushi Kabhie Gham... (2001).[7][8]. In 1999, Khan collaborated with Aziz Mirza and Juhi Chawla to start a production company, Dreamz Unlimited, whose first release was the comedy-drama Phir Bhi Dil Hai Hindustani (2000) starring Khan and Chawla.[9] The film was a commercial failure as was their next production, Aśoka (2001), leading to a setback.[10] His career prospects improved in 2002 when he starred alongside Dixit and Aishwarya Rai in Devdas, a period romance that garnered him critical acclaim.[11] In 2004, he collaborated with his wife Gauri Khan to launch another company, Red Chillies Entertainment, whose first feature was the box office hit Main Hoon Na (2004).[12][13] Khan's popularity continued to increase in the 2000s as he played the romantic lead opposite younger actresses,[14] most notably Rani Mukerji and Preity Zinta, in several top-grossing productions, including Kal Ho Naa Ho (2003), Veer-Zaara (2004) and Kabhi Alvida Naa Kehna (2006).[15][16][17] He also played against type as a NASA scientist in the drama Swades (2004), a hockey coach in the sports film Chak De! India (2007), and an autistic man in the drama My Name Is Khan (2010).[18]. From 2007 onwards, Khan began to star opposite a third generation of heroines,[19] most notably Deepika Padukone in Om Shanti Om (2007) and Anushka Sharma in Rab Ne Bana Di Jodi (2008).[20] He went on to co-star with Padukone in the action-comedies Chennai Express (2013) and Happy New Year (2014), and reunited with Kajol in Dilwale (2015), all of which were among the biggest Hindi film grossers of the decade.[21] He then starred alongside Sharma in Jab Harry Met Sejal (2017) and Zero (2018), both of which were commercially unsuccessful.[22] Following a hiatus, Khan made a career comeback with the 2023 action films Pathaan and Jawan, each earning over ₹10 billion (US$130 million) to emerge as his highest-grossing releases.[23][24][25]. With eight Filmfare Awards for Best Actor, he shares the record for the most wins in the category with Dilip Kumar.[26] Khan has also starred in several non-fiction films that have documented his popularity, including the documentary The Inner and Outer World of Shah Rukh Khan (2005).[27] From 2003 onwards, he has hosted several award ceremonies, including ten Filmfare Awards and six Screen Awards.","1. The observation mentions that Shah Rukh Khan starred in Aditya Chopra's romance Dilwale Dulhania Le Jayenge, but it does not provide information about any other movies directed by Aditya Chopra that Shah Rukh Khan starred in. There is not enough information to determine if the claim is true or not. 
"
468,2721,True Detective's second season was not set in the United States.,REFUTES,"True Detective is an American anthology crime drama television series created and written by Nic Pizzolatto. The series, broadcast by the premium cable network HBO in the United States, premiered on January 12, 2014. Each season of the series is structured as a self-contained narrative, employing new cast ensembles, and following various sets of characters and settings.. The first season, starring Matthew McConaughey, Woody Harrelson, Michelle Monaghan, Michael Potts, and Tory Kittles, takes place in Louisiana and follows a pair of Louisiana State Police detectives, and their pursuit of a serial killer with occult links over a 17-year period. The second season aired in 2015, starring Colin Farrell, Rachel McAdams, Taylor Kitsch, Kelly Reilly, and Vince Vaughn,[2][3] is set in California, and focuses on three detectives from three cooperating police jurisdictions and a criminal-turned-businessman as they investigate a series of crimes they believe are linked to the murder of a corrupt politician.","1. The observation states that the second season of True Detective aired in 2015 and was set in California. This refutes the claim that the second season was not set in the United States. 
"
469,1885,Tim Rice wrote a 1970 rock opera and he was American.,NOT ENOUGH INFO,"Sir Timothy Miles Bindon Rice (born 10 November 1944) is an English lyricist and author. He is best known for his collaborations with Disney on Aladdin, the Lion King, the stage adaptation of Beauty and the Beast, and the original Broadway musical Aida; with Björn Ulvaeus and Benny Andersson of ABBA, with whom he wrote Chess; and with Andrew Lloyd Webber, with whom he wrote, among other shows, Joseph and the Amazing Technicolor Dreamcoat, Jesus Christ Superstar, and Evita. He also wrote lyrics for the Alan Menken musical King David, and for DreamWorks Animation's The Road to El Dorado.. Rice was knighted by Queen Elizabeth II for services to music in 1994. He has a star on the Hollywood Walk of Fame, is a 1999 inductee into the Songwriters Hall of Fame and is the 2023 recipient of its Johnny Mercer Award,[1] is a Disney Legend recipient, and is a fellow of the British Academy of Songwriters, Composers, and Authors.","1. The observation does not mention a specific 1970 rock opera or if Tim Rice is American. Therefore, there is not enough information to determine if the claim is true or not. 
"
